date,precipitation,temp_max,temp_min,wind,weather
2014/1/24,0,12.8,1.1,1.9,sun
2014/1/25,0,12.2,1.1,0.8,sun
2014/1/26,0,8.3,0.6,1.3,sun
2014/1/27,0,9.4,1.7,1.3,sun
2014/1/28,8.9,11.1,6.1,1.6,rain
2014/1/29,21.6,11.1,7.2,3.4,rain
2014/1/30,0,8.3,6.1,6.4,sun
2014/1/31,2.3,7.8,5.6,2.6,rain
2014/2/1,2,7.8,2.8,0.8,rain
2014/2/2,0,8.9,1.1,2.5,sun
2014/2/3,0,5,0,4.3,sun
2014/2/4,0,2.8,-2.1,4.7,sun
2014/2/5,0,-0.5,-5.5,6.6,sun
2014/2/6,0,-1.6,-6,4.5,sun
2014/2/7,0,3.3,-4.9,4.2,sun
2014/2/8,5.1,5.6,-0.5,4.6,snow
2014/2/9,0.5,3.9,0,2.4,rain
2014/2/10,18.3,10,2.2,4.7,rain
2014/2/11,17,12.2,5.6,3.8,rain
2014/2/12,4.6,12.2,7.2,6.4,rain
2014/2/13,1.8,12.8,7.8,6.3,rain
2014/2/14,9.4,11.7,6.1,6.4,rain
2014/2/15,11.7,11.1,5,5.1,rain
2014/2/16,26.4,9.4,3.9,7.9,rain
2014/2/17,14.5,8.3,4.4,5.5,rain
2014/2/18,15.2,8.9,5,6.2,rain
2014/2/19,1,8.3,3.9,6,rain
2014/2/20,3,10,5.6,6.9,rain
2014/2/21,2.8,6.7,3.9,2.9,rain
2014/2/22,2.5,5.6,2.8,3.1,rain
2014/2/23,6.1,7.2,3.9,2.6,rain
2014/2/24,13,6.7,3.3,3.2,rain
2014/2/25,0.3,12.2,3.9,4.5,rain
2014/2/26,0,13.9,5.6,2.5,sun
2014/2/27,0,12.8,4.4,2.3,sun
2014/2/28,0,14.4,4.4,5.9,sun
2014/3/1,0.5,7.2,4.4,4.7,rain
2014/3/2,19.1,11.1,2.8,5.7,rain
2014/3/3,10.7,14.4,8.9,5.1,rain
2014/3/4,16.5,13.9,7.8,3.9,rain
2014/3/5,46.7,15.6,10.6,3.9,rain
2014/3/6,3,13.3,10,6.2,rain
2014/3/7,0,15.6,8.9,4.2,sun
2014/3/8,32.3,12.8,6.7,2.7,rain
2014/3/9,4.3,15,9.4,4.3,rain
2014/3/10,18.8,12.2,6.1,2.2,rain
2014/3/11,0,14.4,4.4,2.3,fog
2014/3/12,0,16.1,3.3,1.9,fog
2014/3/13,0.5,13.9,5,2.5,rain
2014/3/14,6.9,14.4,8.3,6.1,rain
2014/3/15,8.1,16.7,4.4,3,rain
2014/3/16,27.7,10.6,4.4,3.8,rain
2014/3/17,0.3,10,2.8,3.2,rain
2014/3/18,0,10,3.3,1.6,sun
2014/3/19,0.5,11.1,3.3,5.1,rain
2014/3/20,0,11.1,1.7,3,sun
2014/3/21,0,10.6,2.8,3.8,sun
2014/3/22,0,11.1,1.1,1.8,sun
2014/3/23,0,12.8,4.4,3.3,sun
2014/3/24,0,18.9,2.8,2.2,sun
2014/3/25,4.1,13.9,6.7,4.4,rain
2014/3/26,3.6,11.1,5.6,2.4,rain
2014/3/27,0.3,12.2,6.7,2.8,rain
2014/3/28,22.1,11.7,7.2,3.9,rain
2014/3/29,14,11.7,7.2,5.1,rain
2014/3/30,0,11.1,5,5.1,sun
2014/3/31,0,15.6,2.2,3.8,sun
2014/4/1,0,14.4,6.7,2.8,sun
2014/4/2,0,14.4,5.6,4.2,sun
2014/4/3,2.5,13.3,6.1,3.9,rain
2014/4/4,0,12.8,6.1,4.7,sun
2014/4/5,4.6,11.7,7.8,4.3,rain
2014/4/6,0,13.9,8.3,2.6,sun
2014/4/7,0,21.1,9.4,2.5,sun
2014/4/8,4.6,15.6,8.3,4.2,rain
2014/4/9,0,14.4,6.7,2.9,sun
2014/4/10,0,15,6.7,3.6,sun
2014/4/11,0,17.2,5,2.8,sun
2014/4/12,0,16.1,7.8,4.4,sun
2014/4/13,0,20.6,5.6,3.1,sun
2014/4/14,0,20,5.6,2.6,sun
2014/4/15,0.5,14.4,7.8,4,rain
2014/4/16,10.9,11.1,8.9,4.6,rain
2014/4/17,18.5,11.7,7.2,4.7,rain
2014/4/18,0,14.4,5.6,3.8,sun
2014/4/19,13.7,11.7,5.6,4.7,rain
2014/4/20,0,15.6,5.6,2.7,sun
2014/4/21,5.1,17.2,7.8,2.5,rain
2014/4/22,14.2,12.2,5,4.2,rain
2014/4/23,8.9,11.7,6.1,5,rain
2014/4/24,12.4,13.9,6.1,5.3,rain
2014/4/25,0,14.4,5.6,2.3,sun
2014/4/26,3.3,15,5.6,3.9,rain
2014/4/27,6.9,11.1,6.1,5.8,rain
2014/4/28,0,16.1,4.4,2.6,sun
2014/4/29,0,25,9.4,2.3,sun
2014/4/30,0,27.8,9.4,3.9,sun
2014/5/1,0,29.4,11.1,3,sun
2014/5/2,0,18.3,10.6,4.7,sun
2014/5/3,33.3,15,8.9,3.4,rain
2014/5/4,16,14.4,8.9,4.2,rain
2014/5/5,5.1,15.6,9.4,3.8,rain
2014/5/6,0,16.7,8.3,2.6,sun
2014/5/7,0,18.3,7.2,1.7,sun
2014/5/8,13.7,13.9,9.4,3.4,rain
2014/5/9,2,13.3,7.2,5.6,rain
2014/5/10,0.5,15.6,7.2,2.1,rain
2014/5/11,0,18.9,8.3,1.7,sun
2014/5/12,0,24.4,9.4,2.7,sun
2014/5/13,0,26.7,12.8,3.8,sun
2014/5/14,0,27.8,13.3,3.3,sun
2014/5/15,0,26.7,12.8,3,sun
2014/5/16,0,20,11.7,4.1,sun
2014/5/17,0,20,11.7,3.2,sun
2014/5/18,0,20,10.6,3.2,sun
2014/5/19,0,21.1,10,2.2,sun
2014/5/20,0,22.2,10,2.7,sun
2014/5/21,0,20,10.6,1.7,sun
2014/5/22,0,24.4,11.7,2.5,sun
2014/5/23,3.8,20,12.8,4,rain
2014/5/24,0,18.3,11.1,2.4,sun
2014/5/25,5.6,15,10.6,1.4,rain
2014/5/26,0,18.3,11.1,4.5,sun
2014/5/27,0,20,10,2.5,sun
2014/5/28,0,18.9,10,3.4,sun
2014/5/29,0,18.9,11.1,4.3,sun
2014/5/30,0,20.6,8.9,4.5,sun
2014/5/31,0,23.3,10,2.2,sun
2014/6/1,0,22.2,10.6,2.3,sun
2014/6/2,0,23.3,11.1,2.4,sun
2014/6/3,0,18.3,11.1,3.2,sun
2014/6/4,0,19.4,10,2.6,sun
2014/6/5,0,22.2,10,2.4,sun
2014/6/6,0,25,10.6,3.2,sun
2014/6/7,0,24.4,13.3,3.1,sun
2014/6/8,0,23.3,12.2,2.1,sun
2014/6/9,0,21.1,13.3,3.6,sun
2014/6/10,0,20,12.2,2.9,sun
2014/6/11,0,23.9,11.1,2.7,sun
2014/6/12,1.8,21.7,12.2,4,rain
2014/6/13,6.4,15.6,11.1,5,rain
2014/6/14,0,17.8,11.7,3.2,sun
2014/6/15,0.5,18.3,10,3.6,rain
2014/6/16,3.6,17.8,8.9,2.4,rain
2014/6/17,1.3,17.8,10,3,rain
2014/6/18,0,18.9,11.1,2.7,sun
2014/6/19,0.8,25.6,11.7,3.7,rain
2014/6/20,0.3,20,10,3.4,rain
2014/6/21,0,22.2,10.6,3.6,sun
2014/6/22,0,25,11.1,2.7,sun
2014/6/23,0,25,13.3,2.5,sun
2014/6/24,0,24.4,14.4,2.5,sun
2014/6/25,0,26.1,13.9,2.4,sun
2014/6/26,0,21.1,14.4,4.1,sun
2014/6/27,1.8,21.1,13.9,4.5,rain
2014/6/28,2.3,20,13.3,4.3,rain
2014/6/29,0,20.6,12.8,3.2,sun
2014/6/30,0,25.6,12.8,4.4,sun
2014/7/1,0,34.4,15.6,3.5,sun
2014/7/2,0,27.2,14.4,3.6,sun
2014/7/3,0,21.7,13.9,3.1,sun
2014/7/4,0,23.9,13.9,3.6,sun
